id,source_site,supplier_name,country,city,website,years_on_platform,gold_supplier,verified,supplier_url,fetched_at
1,indiamart,Triveni chemicals,India,Vapi,https://web.archive.org/web/20150507121327/http://www.trivenichemical.com/hydride1.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.trivenichemical.com/hydride1.html#acetic-anhydride,2026-04-24T17:28:11.442807+00:00
2,indiamart,Triveni Aromatics And Perfumery Private Limited,India,Vapi,https://web.archive.org/web/20150507121327/http://www.trivenichemicals.com/acid-anhydrides.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.trivenichemicals.com/acid-anhydrides.html#acetic-anhydride,2026-04-24T17:28:11.442831+00:00
3,indiamart,IOL Chemicals And Pharmaceuticals Limited,India,Ludhiana,https://web.archive.org/web/20150507121327/http://www.iolcp.com/speciality-chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.iolcp.com/speciality-chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442834+00:00
4,indiamart,Adarsh Chemicals,India,Chennai,https://web.archive.org/web/20150507121327/http://www.chemicalsdealer.com/chemical-compounds.html#acetic-acid,,0,0,https://web.archive.org/web/20150507121327/http://www.chemicalsdealer.com/chemical-compounds.html#acetic-acid,2026-04-24T17:28:11.442837+00:00
5,indiamart,"Anand Enterprises, Pune",India,Pune,https://web.archive.org/web/20150507121327/http://www.indiamart.com/anand-enterprises/laboratory-chemical.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/anand-enterprises/laboratory-chemical.html#acetic-anhydride,2026-04-24T17:28:11.442839+00:00
6,indiamart,D. Jamnadas & Co.,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/djamnadasco/liquid-chemicals.html#acetic-anhydride-chemical,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/djamnadasco/liquid-chemicals.html#acetic-anhydride-chemical,2026-04-24T17:28:11.442842+00:00
7,indiamart,Ashok Chem Pharma International,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/ashokorganic/acetic-anahydride-acid.html#acetic-anahydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/ashokorganic/acetic-anahydride-acid.html#acetic-anahydride,2026-04-24T17:28:11.442844+00:00
8,indiamart,Jk Chemicals,India,Hyderabad,https://web.archive.org/web/20150507121327/http://www.indiamart.com/jkchemicals-hyderabad/speciality-chemical.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/jkchemicals-hyderabad/speciality-chemical.html#acetic-anhydride,2026-04-24T17:28:11.442847+00:00
9,indiamart,Gem Corporation,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/gemcorporation-mumbai/rcf-chemicals-products.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/gemcorporation-mumbai/rcf-chemicals-products.html#acetic-anhydride,2026-04-24T17:28:11.442849+00:00
10,indiamart,IOL Chemicals & Pharmaceuticals Limited,India,Ludhiana,https://web.archive.org/web/20150507121327/http://www.indiamart.com/iol-chemicals/speciality-chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/iol-chemicals/speciality-chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442851+00:00
11,indiamart,IOL Chemical & Pharmaceuticals Limited,India,Barnala,https://web.archive.org/web/20150507121327/http://www.indiamart.com/iol-chemical-pharmaceuticals/speciality-chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/iol-chemical-pharmaceuticals/speciality-chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442854+00:00
12,indiamart,Su Organic Sciences Private Limited,India,Navi Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/su-organic-sciences/,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/su-organic-sciences/,2026-04-24T17:28:11.442856+00:00
13,indiamart,Ankitraj Expo Trade Private Limited,India,Navi Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/ankitraj/pharmaceutical-chemical.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/ankitraj/pharmaceutical-chemical.html#acetic-anhydride,2026-04-24T17:28:11.442858+00:00
14,indiamart,Pioneer Chemical Industries Private Limited,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/pioneer-chemical/organic-compounds.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/pioneer-chemical/organic-compounds.html#acetic-anhydride,2026-04-24T17:28:11.442861+00:00
15,indiamart,Jai Lakshmi Agro Chemicals Private Limited,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/jai-lakshmiagro/ester.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/jai-lakshmiagro/ester.html#acetic-anhydride,2026-04-24T17:28:11.442864+00:00
16,indiamart,Government Recognised Export House,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/gujrat-dyestuff-industries/,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/gujrat-dyestuff-industries/,2026-04-24T17:28:11.442866+00:00
17,indiamart,Sam Chemicals,India,Chandigarh,https://web.archive.org/web/20150507121327/http://www.indiamart.com/sam-chemicals/pharmaceutical-chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/sam-chemicals/pharmaceutical-chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442868+00:00
18,indiamart,JPB Chemical Industries Private Limited,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/jpb-chemical-industries/chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/jpb-chemical-industries/chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442874+00:00
19,indiamart,Bharat Mercantle Corportion,India,Kolkata,https://web.archive.org/web/20150507121327/http://www.indiamart.com/peekay-agencies/hydride.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/peekay-agencies/hydride.html#acetic-anhydride,2026-04-24T17:28:11.442876+00:00
20,indiamart,SU Organic Sciences Private Limited,India,Navi Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/su-organicsciences/acetyls.html#acetic-anhydride-bulk,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/su-organicsciences/acetyls.html#acetic-anhydride-bulk,2026-04-24T17:28:11.442878+00:00
21,indiamart,The Andhra Sugars Limited,India,Tanuku,https://web.archive.org/web/20150507121327/http://www.indiamart.com/company/2414177/alcohol-alco-chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/company/2414177/alcohol-alco-chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442881+00:00
22,indiamart,Shree Jee Apparels Private Limited,India,Noida,https://web.archive.org/web/20150507121327/http://www.indiamart.com/shreejee-apparels/,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/shreejee-apparels/,2026-04-24T17:28:11.442883+00:00
23,indiamart,Luna Chemical Industries Private Limited,India,Vadodara,https://web.archive.org/web/20150507121327/http://www.indiamart.com/luna-chemical/,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/luna-chemical/,2026-04-24T17:28:11.442885+00:00
24,indiamart,Aci Group of Companies,India,Bengaluru,https://web.archive.org/web/20150507121327/http://www.indiamart.com/aci-groupcompanies/,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/aci-groupcompanies/,2026-04-24T17:28:11.442887+00:00
25,indiamart,Faith International,India,Kalyan,https://web.archive.org/web/20150507121327/http://www.indiamart.com/faith-international/chemical-compunds.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/faith-international/chemical-compunds.html#acetic-anhydride,2026-04-24T17:28:11.442890+00:00
26,indiamart,The Andhra Farm Chemicals Corporation Limited,India,Kovur,https://web.archive.org/web/20150507121327/http://www.indiamart.com/company/786596/alcohol-alco-chemicals.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/company/786596/alcohol-alco-chemicals.html#acetic-anhydride,2026-04-24T17:28:11.442896+00:00
27,indiamart,Devki Enterprise,India,Ahmedabad,https://web.archive.org/web/20150507121327/http://www.indiamart.com/devki-enterprise/product-range.html#acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/devki-enterprise/product-range.html#acetic-anhydride,2026-04-24T17:28:11.442898+00:00
28,indiamart,Libra Techon Ltd.,India,Mumbai,https://web.archive.org/web/20150507121327/http://www.indiamart.com/libra-techon/alcohol-based-process-technologies.html#acetic-acid-acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/libra-techon/alcohol-based-process-technologies.html#acetic-acid-acetic-anhydride,2026-04-24T17:28:11.442901+00:00
29,indiamart,Shayona Intermediates,India,Ankleshwar,https://web.archive.org/web/20150507121327/http://www.indiamart.com/vandana-chemicals/chemical-compound.html#trifluoro-acetic-anhydride,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/vandana-chemicals/chemical-compound.html#trifluoro-acetic-anhydride,2026-04-24T17:28:11.442904+00:00
30,indiamart,Shree Padmavati Chemicals,India,Vadodara,https://web.archive.org/web/20150507121327/http://www.indiamart.com/shreepadmavati-chemicals/,,0,0,https://web.archive.org/web/20150507121327/http://www.indiamart.com/shreepadmavati-chemicals/,2026-04-24T17:28:11.442907+00:00
31,indiamart,Triveni chemicals,India,Vapi,https://web.archive.org/web/20150709132339/http://www.trivenichemical.com/hydrochloride-5.html#pseudoephedrine-hcl,,0,0,https://web.archive.org/web/20150709132339/http://www.trivenichemical.com/hydrochloride-5.html#pseudoephedrine-hcl,2026-04-24T17:28:45.676249+00:00
32,indiamart,Apollo Pharmaceuticals Api Manufacturers India Pvt. Ltd.,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/apollo-pharmaceuticals/api-formulation-a.html#pseudoephedrine,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/apollo-pharmaceuticals/api-formulation-a.html#pseudoephedrine,2026-04-24T17:28:45.676268+00:00
33,indiamart,Aarey Drugs & Pharmaceuticals Limited,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/aarey-drugspharmaceutical/research-chemicals.html#4-fluoromethcathinone-hcl-flephedrone-hcl,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/aarey-drugspharmaceutical/research-chemicals.html#4-fluoromethcathinone-hcl-flephedrone-hcl,2026-04-24T17:28:45.676278+00:00
34,indiamart,Sanket Pharmaceuticals Private Limited,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/sanketpharmaceuticals/generic-product.html#pseudophedrine,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/sanketpharmaceuticals/generic-product.html#pseudophedrine,2026-04-24T17:28:45.676281+00:00
35,indiamart,Sheyang Pharmaceutical Shop,India,Bengaluru,https://web.archive.org/web/20150709132339/http://www.indiamart.com/sheyang-pharmaceutical/,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/sheyang-pharmaceutical/,2026-04-24T17:28:45.676283+00:00
36,indiamart,Kate's Internation Private Limited,India,New Delhi,https://web.archive.org/web/20150709132339/http://www.indiamart.com/kates-international/hgh.html#ephedrine-hydrochloride-powder,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/kates-international/hgh.html#ephedrine-hydrochloride-powder,2026-04-24T17:28:45.676286+00:00
37,indiamart,Day No Be One Chem. Shop,India,Dabhel,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/12494365/pseudoephedrine.html#pseudoephedrine,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/12494365/pseudoephedrine.html#pseudoephedrine,2026-04-24T17:28:45.676297+00:00
38,indiamart,Wintac Limited,India,Bengaluru,https://web.archive.org/web/20150709132339/http://www.indiamart.com/wintaclimited/research-chemicals.html#pseudoephedrine-crystal-powder,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/wintaclimited/research-chemicals.html#pseudoephedrine-crystal-powder,2026-04-24T17:28:45.676300+00:00
39,indiamart,Dr. Datasons Labs Limited,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/dr-datasons-labs/research-chemicals.html#pseudoephedrine-crystal-powder,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/dr-datasons-labs/research-chemicals.html#pseudoephedrine-crystal-powder,2026-04-24T17:28:45.676302+00:00
40,indiamart,Chonburi Animal Farming Limited,India,New Delhi,https://web.archive.org/web/20150709132339/http://www.indiamart.com/chonburipharma-limited/buy-aicars-powder-aicars-pills-ephedrins-hcl.html#pseudoephedrin-hcl-ephedrines-text-us-219-649-0142,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/chonburipharma-limited/buy-aicars-powder-aicars-pills-ephedrins-hcl.html#pseudoephedrin-hcl-ephedrines-text-us-219-649-0142,2026-04-24T17:28:45.676305+00:00
41,indiamart,Hardgold Limited,India,Bengaluru,https://web.archive.org/web/20150709132339/http://www.indiamart.com/hardgold-limited/,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/hardgold-limited/,2026-04-24T17:28:45.676307+00:00
42,indiamart,Fulford Laboratories & Pharmaceuticals Limited,India,Delhi,https://web.archive.org/web/20150709132339/http://www.indiamart.com/fulford-laboratories/research-chemicals.html#pseudoephedrine-crystal-powder,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/fulford-laboratories/research-chemicals.html#pseudoephedrine-crystal-powder,2026-04-24T17:28:45.676309+00:00
43,indiamart,Jenburkt Pharmaceuticals Limited,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/13231612/research-chemicals.html#pseudoephedrine-crystal-powder,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/13231612/research-chemicals.html#pseudoephedrine-crystal-powder,2026-04-24T17:28:45.676312+00:00
44,indiamart,Dishman Pharmaceuticals & Chemicals Limited,India,Ahmedabad,https://web.archive.org/web/20150709132339/http://www.indiamart.com/dishmanpharmaceuticals-chemicals/,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/dishmanpharmaceuticals-chemicals/,2026-04-24T17:28:45.676314+00:00
45,indiamart,Trinity Touch Pharmacy,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/14373333/branded-pills-and-orals.html#ephedrine-hcl-30mg,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/14373333/branded-pills-and-orals.html#ephedrine-hcl-30mg,2026-04-24T17:28:45.676317+00:00
46,indiamart,Land Of Promise Chem Shop,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/12566009/pseudoephedrine.html#pseudoephedrine,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/company/12566009/pseudoephedrine.html#pseudoephedrine,2026-04-24T17:28:45.676320+00:00
47,indiamart,Raz Chemicals (Prvt) Limited,India,Gandhidham,https://web.archive.org/web/20150709132339/http://www.indiamart.com/raz-chemicals/,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/raz-chemicals/,2026-04-24T17:28:45.676323+00:00
48,indiamart,Sunshine Pharmaceuticals,India,Nagpur,https://web.archive.org/web/20150709132339/http://www.indiamart.com/sunshine-pharmaceuticals-nagpur/,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/sunshine-pharmaceuticals-nagpur/,2026-04-24T17:28:45.676342+00:00
49,indiamart,Davis Aloe Stock,India,Mumbai,https://web.archive.org/web/20150709132339/http://www.indiamart.com/davis-aloe-stock/,,0,0,https://web.archive.org/web/20150709132339/http://www.indiamart.com/davis-aloe-stock/,2026-04-24T17:28:45.676345+00:00
