substance_name,synonyms,convention_schedule,cas_number,notes,source_url,raw_text,fetched_at
22232-71-9,"22232-71-9 MAZINDOL 5-(p-chlorophenyl)-2,5-dihydro-3H-imidazo[2,1-",Schedule IV (1971),22232-71-9,a]isoindol-5-ol,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 001 22232-71-9 MAZINDOL 5-(p-chlorophenyl)-2,5-dihydro-3H-imidazo[2,1-
a]isoindol-5-ol",2026-04-24T17:19:40.499545+00:00
57-53-4,"57-53-4 MEPROBAMATE 2-methyl-2-propyl-1,3-propanedioldicarbamate",Schedule IV (1971),57-53-4,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 003 57-53-4 MEPROBAMATE 2-methyl-2-propyl-1,3-propanedioldicarbamate",2026-04-24T17:19:40.499545+00:00
115-38-8,115-38-8 METHYLPHENOBARBITAL 5-ethyl-1-methyl-5-phenylbarbituric acid,Schedule IV (1971),115-38-8,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PM 008 115-38-8 METHYLPHENOBARBITAL 5-ethyl-1-methyl-5-phenylbarbituric acid,2026-04-24T17:19:40.499545+00:00
125-64-4,"125-64-4 METHYPRYLON 3,3-diethyl-5-methyl-2,4-piperidine-dione",Schedule IV (1971),125-64-4,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 009 125-64-4 METHYPRYLON 3,3-diethyl-5-methyl-2,4-piperidine-dione",2026-04-24T17:19:40.499545+00:00
2898-12-6,"2898-12-6 MEDAZEPAM 7-chloro-2,3-dihydro-1-methyl-5-phenyl-1H-1,4-",Schedule IV (1971),2898-12-6,benzodiazepine,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 010 2898-12-6 MEDAZEPAM 7-chloro-2,3-dihydro-1-methyl-5-phenyl-1H-1,4-
benzodiazepine",2026-04-24T17:19:40.499545+00:00
17243-57-1,17243-57-1 MEFENOREX N-(3-chloropropyl)-α-methylphenethylamine,Schedule IV (1971),17243-57-1,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PM 012 17243-57-1 MEFENOREX N-(3-chloropropyl)-α-methylphenethylamine,2026-04-24T17:19:40.499545+00:00
59467-70-8,59467-70-8 MIDAZOLAM 8-chloro-6-(o-fluorophenyl)-1-methyl-4H-,Schedule IV (1971),59467-70-8,"imidazo[1,5- a][1,4]benzodiazepine",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 016 59467-70-8 MIDAZOLAM 8-chloro-6-(o-fluorophenyl)-1-methyl-4H-
imidazo[1,5- a][1,4]benzodiazepine",2026-04-24T17:19:40.499545+00:00
34262-84-5,34262-84-5 MESOCARB 3-(α-methylphenethyl)-N-,Schedule IV (1971),34262-84-5,(phenylcarbamoyl)sydnone imine,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PM 018 34262-84-5 MESOCARB 3-(α-methylphenethyl)-N-
(phenylcarbamoyl)sydnone imine",2026-04-24T17:19:40.499545+00:00
2011-67-8,"2011-67-8 NIMETAZEPAM 1,3-dihydro-1-methyl-7-nitro-5-phenyl-2H-1,4-",Schedule IV (1971),2011-67-8,benzodiazepin-2-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PN 001 2011-67-8 NIMETAZEPAM 1,3-dihydro-1-methyl-7-nitro-5-phenyl-2H-1,4-
benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
146-22-5,"146-22-5 NITRAZEPAM 1,3-dihydro-7-nitro-5-phenyl-2H-1,4-benzodiazepin-",Schedule IV (1971),146-22-5,2-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PN 002 146-22-5 NITRAZEPAM 1,3-dihydro-7-nitro-5-phenyl-2H-1,4-benzodiazepin-
2-one",2026-04-24T17:19:40.499545+00:00
1088-11-5,"1088-11-5 NORDAZEPAM 7-chloro-1,3-dihydro-5-phenyl-2H-1,4-",Schedule IV (1971),1088-11-5,benzodiazepin-2-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PN 003 1088-11-5 NORDAZEPAM 7-chloro-1,3-dihydro-5-phenyl-2H-1,4-
benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
604-75-1,"604-75-1 OXAZEPAM 7-chloro-1,3-dihydro-3-hydroxy-5-phenyl-2H-1,4-",Schedule IV (1971),604-75-1,benzodiazepin-2-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PO 001 604-75-1 OXAZEPAM 7-chloro-1,3-dihydro-3-hydroxy-5-phenyl-2H-1,4-
benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
24143-17-7,"24143-17-7 OXAZOLAM 10-chloro-2,3,7,11b-tetrahydro-2-methyl-11b-",Schedule IV (1971),24143-17-7,"phenyloxazolo[3,2-d][1,4]benzodiazepin- 6(5H)-one",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PO 002 24143-17-7 OXAZOLAM 10-chloro-2,3,7,11b-tetrahydro-2-methyl-11b-
phenyloxazolo[3,2-d][1,4]benzodiazepin-
6(5H)-one",2026-04-24T17:19:40.499545+00:00
634-03-7,"634-03-7 PHENDIMETRAZINE (+)-(2S,3S)-3,4-dimethyl-2-phenylmorpholine",Schedule IV (1971),634-03-7,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 004 634-03-7 PHENDIMETRAZINE (+)-(2S,3S)-3,4-dimethyl-2-phenylmorpholine",2026-04-24T17:19:40.499545+00:00
50-06-6,50-06-6 PHENOBARBITAL 5-ethyl-5-phenylbarbituric acid,Schedule IV (1971),50-06-6,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PP 008 50-06-6 PHENOBARBITAL 5-ethyl-5-phenylbarbituric acid,2026-04-24T17:19:40.499545+00:00
122-09-8,"122-09-8 PHENTERMINE α,α-dimethylphenethylamine",Schedule IV (1971),122-09-8,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 009 122-09-8 PHENTERMINE α,α-dimethylphenethylamine",2026-04-24T17:19:40.499545+00:00
467-60-7,"467-60-7 PIPRADROL 1,1-diphenyl-1-(2-piperidyl)methanol",Schedule IV (1971),467-60-7,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 010 467-60-7 PIPRADROL 1,1-diphenyl-1-(2-piperidyl)methanol",2026-04-24T17:19:40.499545+00:00
52463-83-9,"52463-83-9 PINAZEPAM 7-chloro-1,3-dihydro-5-phenyl-1-(2-propynyl)-2H-",Schedule IV (1971),52463-83-9,"1,4-benzodiazepin-2-one",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 015 52463-83-9 PINAZEPAM 7-chloro-1,3-dihydro-5-phenyl-1-(2-propynyl)-2H-
1,4-benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
2955-38-6,"2955-38-6 PRAZEPAM 7-chloro-1-(cyclopropylmethyl)-1,3-dihydro-5-",Schedule IV (1971),2955-38-6,"phenyl-2H-1,4-benzodiazepin-2-one",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 016 2955-38-6 PRAZEPAM 7-chloro-1-(cyclopropylmethyl)-1,3-dihydro-5-
phenyl-2H-1,4-benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
3563-49-3,3563-49-3 PYROVALERONE 4’-methyl-2-(1-pyrrolidinyl)valerophenone,Schedule IV (1971),3563-49-3,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PP 019 3563-49-3 PYROVALERONE 4’-methyl-2-(1-pyrrolidinyl)valerophenone,2026-04-24T17:19:40.499545+00:00
2152-34-3,2152-34-3 PEMOLINE 2-amino-5-phenyl-2-oxazolin-4-one,Schedule IV (1971),2152-34-3,11 International Other non-proprietary,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 020 2152-34-3 PEMOLINE 2-amino-5-phenyl-2-oxazolin-4-one
11
International Other non-proprietary",2026-04-24T17:19:40.499545+00:00
51753-57-2,"51753-57-2 phenazepam, 7-bromo-5-(2-chlorophenyl)-1,3-dihydro-2H-1,4-",Schedule IV (1971),51753-57-2,fenazepam benzodiazepin-2-one,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PP 024 51753-57-2 phenazepam, 7-bromo-5-(2-chlorophenyl)-1,3-dihydro-2H-1,4-
fenazepam benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
125-40-6,125-40-6 SECBUTABARBITAL 5-sec-butyl-5-ethylbarbituric acid,Schedule IV (1971),125-40-6,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PS 003 125-40-6 SECBUTABARBITAL 5-sec-butyl-5-ethylbarbituric acid,2026-04-24T17:19:40.499545+00:00
846-50-4,"846-50-4 TEMAZEPAM 7-chloro-1,3-dihydro-3-hydroxy-1-methyl-5-phenyl-",Schedule IV (1971),846-50-4,"2H-1,4-benzodiazepin-2-one",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PT 003 846-50-4 TEMAZEPAM 7-chloro-1,3-dihydro-3-hydroxy-1-methyl-5-phenyl-
2H-1,4-benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
10379-14-3,"10379-14-3 TETRAZEPAM 7-chloro-5-(1-cyclohexen-1-yl)-1,3-dihydro-1-",Schedule IV (1971),10379-14-3,"methyl-2H-1,4-benzodiazepin-2-one",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PT 004 10379-14-3 TETRAZEPAM 7-chloro-5-(1-cyclohexen-1-yl)-1,3-dihydro-1-
methyl-2H-1,4-benzodiazepin-2-one",2026-04-24T17:19:40.499545+00:00
28911-01-5,28911-01-5 TRIAZOLAM 8-chloro-6-(o-chlorophenyl)-1-methyl-4H-s-,Schedule IV (1971),28911-01-5,"triazolo[4,3- a][1,4] benzodiazepine",https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,"PT 005 28911-01-5 TRIAZOLAM 8-chloro-6-(o-chlorophenyl)-1-methyl-4H-s-
triazolo[4,3- a][1,4] benzodiazepine",2026-04-24T17:19:40.499545+00:00
2430-49-1,2430-49-1 VINYLBITAL 5-(1-methylbutyl)-5-vinylbarbituric acid,Schedule IV (1971),2430-49-1,,https://www.incb.org/incb/uploads/documents/Psychotropics/forms/greenlist/2026/2510307E.pdf,PV 001 2430-49-1 VINYLBITAL 5-(1-methylbutyl)-5-vinylbarbituric acid,2026-04-24T17:19:40.499545+00:00
